commentId,videoId,commentLikesCount,comments
UgwW3YuhcsQXvMzqM6x4AaABAg,zWg7U0OEAoE,1,better  than  mit    then  thumbs  up  
Ugz43uKiaSyJYf7RjNx4AaABAg,zWg7U0OEAoE,0,good  lectures  for  all  engg  students  in  india  
UgxDUFSnmZm8vnumN1J4AaABAg,zWg7U0OEAoE,4,great  work  by  NPTEL            n  thanks  Sir      
Ugz-dPLGD_8CissqIMV4AaABAg,zWg7U0OEAoE,0,can  anyone  please  tell  me  from  where  i  can  get  his  lecture  ppts            
UgyFgCv0ueDgrbox1494AaABAg,zWg7U0OEAoE,1,Studying  Data  Structures    Algorithms      Preparing  for  job  interviews    watch  videos  prepared  by  IITian  S    Saurabh    He  is  B  Tech  from  IIT  and  MS  from  USA        CHANNEL    SAURABH  SCHOOL  programming  interview  questions      Search  channel    saurabh  school    on  you  tube    you  will  find    quality  lectures  on  almost  all  important  programming  interview  questions  on  topics  like  linked  list    binary  trees    arrays    stacks    queues    Dynamic  Programming    graph  theory    C      pointers  etc    
UgyqQBFUGzcKV94adfB4AaABAg,zWg7U0OEAoE,1,Nicely  explained
UgwHjTgPIKC08AiONst4AaABAg,zWg7U0OEAoE,0,Is  this  guy  still  alive  
Ugym5k019Xyms_qeE_B4AaABAg,zWg7U0OEAoE,0,Well    India  being  a  largely  populated  country  with  engineering  being  given  most  value    you  see  a  lot  of  them  going  into  CS  and  eng  
UgyVDMpPs-wpVWIccYF4AaABAg,zWg7U0OEAoE,0,u  explain  awesome
Ugw8jX8wihI674QvVlt4AaABAg,zWg7U0OEAoE,0,this  is  much  clear  than  one  in  the  actual  website  when  i  was  trying  to  listen  their  i  was  able  to  hear  2  voices  and  neither  of  them  was  clear  thanks    sir  for  uploading  here    
UgyiTS49jKIlJHgvnch4AaABAg,zWg7U0OEAoE,0,A  worth  watching  video    I  have  seen  the  MIT  1st  video  lecture  on  the  same  topic    But    this  has  better  explanation  and  examples      Thanks  a  lot  Naveen  sir  for  sharing  it  
UgwasnCtxR3U2dRq6pV4AaABAg,zWg7U0OEAoE,0,I  am  very  fascinated  by  Indians    and  I  mean  this  in  a  good  way    I  accidentally  entered  the  wrong  classroom  at  one  point  and  it  was  an  engineering  class  with  mostly  Indians  in  it    Just  wondering    why  do  Indians  have  a  strong  tendency  to  go  into  CS  and  engineering    Is  it  cultural  somehow    I'm  assuming  it's  not  just  for  the  money    because  my  business  courses  have  few  Indians  in  them  
UgxIAko3KgCAShcCejx4AaABAg,zWg7U0OEAoE,0,Only  a  degree  doesnot  make  you  knowledgable      
Ugw5WjBeXIfl2MoqL4B4AaABAg,zWg7U0OEAoE,0,Very  good  explaination  these  kind  of  videos  should  be  there  for  every  topic  in  computer  engineering  
Ugx37S6E68v7WPFoWkd4AaABAg,zWg7U0OEAoE,0,Thanks  a  lot  for  the  video  lecture                it  was  really  helpful  for  me      
UgzkiWP1CrMZBbMfk2F4AaABAg,zWg7U0OEAoE,0,who  gonna  give  you  degree      your  mama
UgwCZ4KhAVOo3bAvqSl4AaABAg,zWg7U0OEAoE,0,  AALL    GO  RITHM                  P
Ugz3OtlTbeoazee_qUt4AaABAg,zWg7U0OEAoE,1,You  need  to  learn  some  proper  English  before  teaching  a  class    especially  when  you  plan  to  upload  it  for  thousands  of  people  to  see      Cheers  
Ugy2EEmEcYCVsW7tkXR4AaABAg,zWg7U0OEAoE,5,My  dreams  of  studying  in  IIT  D  coming  true        like  this    Infact  I  can  study  in  all  the  IITs    
UgxbQeZ_pSDUgmH69654AaABAg,zWg7U0OEAoE,0,draw  the  graphs  and  compare      
Ugw4ccvEH4HSvRxrKnF4AaABAg,zWg7U0OEAoE,0,I  Love  IIT's  and  their  Teachers      they  are  world  top  branded  professors        Awesome  lecture    No  need  to  pay  thousands  and  thousands  of  rupees  to  out  side  institutions      we  can  learn  hear  with  the  help  of  IIT's  teaching      i  love  IIT  teachings      
UgwhHzv4m-5wP1J22rR4AaABAg,zWg7U0OEAoE,0,this  is  as  true  as  50  n  log  n      O  n  6        or  any  thing  more  than  that  as  it  just  satisfies  the  condition  of  f  n    being  less  than  g  n    Being  said  that  we  actually  need  to  have  the  most  close  g  n    which  is  just  a  little  more  costly  than  50  n  log  n  which  could  be  51  n  log  n      So    it  converts  to  O  n  log  n  
UgwwnDkp0ePL11jnqId4AaABAg,zWg7U0OEAoE,0,hello  where  can  I  get  the  lectures  slides      P  s    this  link  is  very  helpful    Much  obliged  man        
UgytJw_U0N3KqtZr7XJ4AaABAg,zWg7U0OEAoE,1,Thank  you  very  much  Sir    That  was  really  helpful    I  am  going  to  see  all  your  videos  
UgxJ2IpB-s1HedjQtGZ4AaABAg,zWg7U0OEAoE,1,  UCSDEngineerDoctor  Education  is  FREE  in  my  country    MALTA  
UgxrQ07m4FRGlX2GCw54AaABAg,zWg7U0OEAoE,0,Good  lecture
UgyfBsff5-ZAc6EXSFN4AaABAg,zWg7U0OEAoE,0,yeah  they  probably  went  to  IIT  which  is  even  harder  to  get  into  and  to  graduate  from  than  Stanford    MIT  and  CMU  which  are  prestigious  engineering  and  computer  science  institutions  
Ugw2X8P_R8ESoJ170lB4AaABAg,zWg7U0OEAoE,0,Please  explain  how  is  50nlogn    O  n  5            Awesome  teaching  though  
Ugytd8qDvowW7CqS1rB4AaABAg,zWg7U0OEAoE,0,Brilliant  Really  impressive
UgzgqsvpodtqdKOWhWl4AaABAg,zWg7U0OEAoE,0,The  video  was  captured  in  a  college      Come  on    
UgzVGRoUZg-2AgEFj514AaABAg,zWg7U0OEAoE,0,  jacf1020  Yes  you  are  right    only  the  rich  can  afford  college    If  you  are  poor    smart        hard  working  you  have  no  chance  to  become  a  doctor  or  an  engineer  
UgximSrF1jFacbYzGQR4AaABAg,zWg7U0OEAoE,84,i  have  gone  through  whole  of  the  lecture  series  and  i  can  bet  this  is  best  data  structure  lecture  series  on  youtube  
UgyTPk_x6WceYFghT6N4AaABAg,zWg7U0OEAoE,0,what  the  fuck              He  does  not  know  how  to  teach          We  have  better  teachers  than  him  here  in  kashmir              I  can  teach  better  than  him            
Ugy1MLQ0mCE8qPVxg7x4AaABAg,zWg7U0OEAoE,0,any  can  tell  me  the  best  book  with  detail  for  data  structures  using  C      or  any  general
Ugw3XIKPqZpN3d5GPmd4AaABAg,zWg7U0OEAoE,1,  qaipak1  Programming  is  about  results    You  just  know  how  to  code    Deliver  on  time  with  no  bugs    anybody  can  hire  you    Look  at  all  the  INDIAN  programmers    they  never  went  to  Harvard  or  Standford  
Ugxw-5t3cpK7yEBmBDJ4AaABAg,zWg7U0OEAoE,0,  UCSDEngineerDoctor  what  about  when  you  want  a  job  my  friend    you'll  need  a  degree  for  that        And  I  agree  that  the  future  should  be  computerized  in  education  but  a  class  room  is  still  needed  for  some
UgzXdc2FGZp4iuDDx2d4AaABAg,zWg7U0OEAoE,0,Can  anyone  direct  me  to  materials  for  sql2008    I'm  preparing  to  write  the  70  432  exam
Ugx546O0jhCSNkpr-Wt4AaABAg,zWg7U0OEAoE,102,I  stumbled  on  this  video  online    A  million  thanks  to  creators    I'm  from  NIgeria  and  hope  to  be  able  to  contribute  soonest  
UgzOOvXR6RuNGj_Prul4AaABAg,zWg7U0OEAoE,1,Thanks  much  Dr    Naveen    much  useful    please  keep  posting  more  
Ugy66Hcj2MbaIPocb8t4AaABAg,zWg7U0OEAoE,0,very  good  stuff    except  for  the  music    that  tune  should  be  banned  XD
Ugx64L9ih3PA-rU_Ukl4AaABAg,zWg7U0OEAoE,0,Very  grateful  to  u  for  the  wonderful  lectures  Naveen  sir        Never  thought  learning  algorithms  wud  b  sch  an  excellent  experience        Thank  u        n  Happy  Teachers'  day              
UgwmZNs1ACf9u1PDaTR4AaABAg,zWg7U0OEAoE,0,Please  upload  HD  videos      Thanks  
UgzUBCvvxgIac0t9gfp4AaABAg,zWg7U0OEAoE,0,  UCSDEngineerDoctor    very  true      college  is  a  waste  of  money  these  days
UgyrEkfNunJANTFAH0t4AaABAg,zWg7U0OEAoE,66,this  guy  taught  me  DS  last  sem            
Ugy7_2RI0MvoM-x6AsR4AaABAg,zWg7U0OEAoE,1,  L7inventor  True    no  need  to  pay    100  000  for  4  years    Education  will  be  on  the  internet    everybody  will  get  an  education  without  having  to  deal  with  BULLSHIT  from  administrators  saying  you  do  not  have  enough  money    counselors  saying  you  are  too  stupid        bureaucrats  telling  you  have  to  take  CHICANO  STUDIES    Saying  you  do  not  have  the  prereqs    or  the  Computer  Science  is  too  impacted      the  major  is  for  engineering  students  only  
UgwnHjzTLZ8yGo7gvd54AaABAg,zWg7U0OEAoE,0,  UCSDEngineerDoctor      Well    I  would  say  that  the  experience    network    and  environment  breaks  everything  even      Anything  after  that  is  a  plus      By  the  way    you  may  define  anything  as    education    degree  and  challenge      I  personally  consider  it  as  a  plus  and  or  fun      Out  of  all  of  the  mentioned    I  think  I  am  only  been  able  to  find    education    on  google    and  the  internet  for  that  matter    
Ugxw-KLTsHMAMlXG1DR4AaABAg,zWg7U0OEAoE,0,This  is  a  fantastic  video  for  learning  data  structures
UgyIRinfYdeX0F8_mB94AaABAg,zWg7U0OEAoE,0,  asimiqbal25  The  CIA    DOD        NSA  are  all  recruiting  the  best  hackers  at  DEFCON  this  week    people  that  never  went  to  college    I  know  of  a  lot  of  old  master  degree  people  in  COMPUTER  SCIENCE  that  know  how  to  sort  random  numbers  but  do  not  know  how  to  network  computers  or  install  a  hard  drive    Its  like  they  majored  in  mechanical  engineering  but  do  not  know  how  to  change  your  oil  or  spark  plugs    You  do  not  need  a  degree  for  that    just  work  experience  
UgyiaWWRaGUQftna1xp4AaABAg,zWg7U0OEAoE,1,thnks  a  lot  mr    garg    i  do  partime  job  at  a  bpo  cause  of  which  it  gets  difficult  to  attain  the  lect    thnsk  to  u    nw  m  clear  on  ds'
UgwAndUZ0ZejAvlNQVZ4AaABAg,zWg7U0OEAoE,0,hey    I  am  also  studying  the  math  and  computer  science  in  Ljubljana    In  this  school  year  which  ends  30  September  I  must  pass  the  exam  the  Algorithms  and  data  Structures      Can  someone  give  me  the  advice  how  I  must  learn  this  subject      Greets        
UgyPxed2i34VbN5a61l4AaABAg,zWg7U0OEAoE,0,  YesYou123333    Probably  this  is  why  you  are  not  given  the  power        what  you  are  saying  will  only  bring  mediocrity  into  the  system        
UgxvLn7hQ7o_zxZbaUJ4AaABAg,zWg7U0OEAoE,0,  trueINDIAN2011  If  I  had  the  power  I  would    
UgxyvJ7juMSda91M2Jx4AaABAg,zWg7U0OEAoE,0,The  Indians  preparing  their    soldiers    to  come  to  the  US  to  steal  more  American  jobs  
UgwC5-eNNkBOk3rHqaR4AaABAg,zWg7U0OEAoE,0,  UCSDEngineerDoctor  There  are  problems  with  transportation    I  agree    But  I  have  trouble  finding  relevant  information  online  a  lot  of  times    Sometimes  there  are  videos  on  what  I'm  looking  for  on  YouTube  other  times  there  are  none    I  also  have  trouble  with  the  accent  on  some  videos  on  YouTube      The  best  results  I've  found  for  me  is  office  hours  if  available    and  peer  tutoring    
UgwlsQDzXClRL0O4eJl4AaABAg,zWg7U0OEAoE,0,Great    
Ugz0k1LYFISW8_sz0rB4AaABAg,zWg7U0OEAoE,0,  OchoZero9  Do  you  waste  time  sitting  in  traffic  going  to  school      back    Not  only  waste  time  sitting  in  traffice    u  are  wasting  your  GAS        You  waste  even  more  time  trying  to  find  a  parking  space    paying  for  the  parking  permit  and  to      insult  to  injury  they  make  you  park  a  mile  off  campus  and  they  shuttle  you  in    wasting  more  time    You  waste  more  time  working  to  pay  for  tuition    Do  you  waste  time  registering  for  the  class    Waste  time  trying  to  crash    Add  that  all  up  you  waste  over  40  hrs  a  week  
UgzLETuuR1E6VvHxjGh4AaABAg,zWg7U0OEAoE,0,  UCSDEngineerDoctor  I  waste  more  time  googleing  an  answer  than  going  to  class    There  isn't  an  organized  structure  for  education    yet    itunesU  is  a  step  forward  but  it's  intentions  are  shady  IMO    Itunes  makes  windows  boot  much  slower    so  benchmarks  vs  mac  OSx  look  better  for  them    Doesn't  work  in    nix    
UgxZSis6snLq67WhkVR4AaABAg,zWg7U0OEAoE,1,No  need  to  pay  hundreds  of  1000's  of  dollars  to  get  an  education  at  HAVARD  or  STANFORD    waste  time      gas  by  driving    buy  books    parking  permits    getting  tickets    buying  lunch          etc  the  list  goes  on    You  save  gas    time    trees        do  not  get  ripped  off    If  you  have  questions    just  google  it    This  is  so  much  better  than  traditional  school  classroom  
Ugyc7jlpqx0oKxRfoid4AaABAg,zWg7U0OEAoE,0,Thanks  a  Million  for  the  Vedio            I  will  be  waiting  for  more  from  you          Really  appreciate  It  
Ugzf607pdFi5oiIiSd54AaABAg,zWg7U0OEAoE,10,I  wish  I  had  lecturer  someone  like  him  during  my  college  days  
Ugw6tLqLMZWrfvMjZS94AaABAg,zWg7U0OEAoE,0,it's  better  to  disable  comments  for  the  video  series  
UgwqWkS8cdToynFpChN4AaABAg,zWg7U0OEAoE,0,This  is  great    A  common  man  can  also  get    lecture    from  top    Indian    university    and    
Ugw-PrrOg-lXvKnFn9Z4AaABAg,zWg7U0OEAoE,0,Great  series  of  videos  and  wonderful    clear  and  so  pedagogically  sound  lectures    I  must  say  that  I  videos    learnt  a  lot  listening  to  these  videos    I  recommended  them  to  some  of  my  French  friends  and  that  is  when  I  heard  one  of  the  criticisms      the  tendency  of  the  lecturer  to  lapse  into  Hindi  which  many  dont  understand  well    perhaps  even  in  India      But  nonetheless    the  lecture  series  is  great    and  I  would  like  to  congratulate  the  lecturer  for  his  lucid  style      Thanks    Suresh  Strasbourg    France
Ugzl61Jb-f6YKLTdyb54AaABAg,zWg7U0OEAoE,0,and  also    can  anyone  explain  what    20n  log  n    means      In  particular    the    log  n    part          
Ugy18e0c4D9WgZoOOcd4AaABAg,zWg7U0OEAoE,0,I  don't  understand  at  20  50          j  2  to  n          shouldn't  that  be  n  1  times          why  is  it  N  times    
Ugw0HdZEoy9nbSHhG6l4AaABAg,zWg7U0OEAoE,0,Users  cannot  make  diffrence  in  running  time  but  i  love  this  idea  its  helpin  everyone  thnx  IIT  
UgzlyFjAYugEo4D0uYZ4AaABAg,zWg7U0OEAoE,0,Great  work        greatly  appreciated  
Ugzw3i5KDM9OUD8JY1B4AaABAg,zWg7U0OEAoE,0,anyone  tell  me  how  we  use  data  structure  my  mail  address  is          dani  uog09  yahoo  com    plz
UgzWQSFs0C9RZieH2m14AaABAg,zWg7U0OEAoE,0,great  staff              Awesome
UgwGP1ORHAuVwrv0FEt4AaABAg,zWg7U0OEAoE,0,cool      the  way  he  explains  feels  like  i  am  back  in  college      feels  great
UgyYBAhARNkvcCfJhEl4AaABAg,zWg7U0OEAoE,0,Sir    Ur  lectures  are  really  awesome      U  helped  me  in  making  my  concepts  clear  in  data  strcuture    Thanks  a  lot
UgxlUOto8EvS8JO-2wB4AaABAg,zWg7U0OEAoE,0,Is  it  really  necessary  to  have  a  one  minute  long  introduction    to  every  video  capsule    As  it  is  people  in  India  are  deprived  of  Bandwidth    the  long  introduction  is  really  not  something  students  in  India's  small  towns  need    The  videos  are  wonderful    but  please  cut  out  the  starting  part  
UgzglRSKlHWP4rZ2Pkh4AaABAg,zWg7U0OEAoE,0,excellent  presentation    found  it  extremely  useful    
UgzspRGiG2ikgoSenAx4AaABAg,zWg7U0OEAoE,0,the  concepts  were  really  made  simple  as  well  as  understandable    They  were  being  supported  by  undoubtedly  marvellous  examples    after  this  wished  to  see  more  and  more  of  this  stuff    The  lecture  design  ultimate  as  well    
Ugx28694eae8O9bB-FV4AaABAg,zWg7U0OEAoE,1,download  real  player  and  check    enable  video  download  from  the  internet    option  during  installation  and  you  will  see    download  this  video    option  when  you  right  click  on  a  video  and  you  are  good  to  go  
UgzJ5Q517LcDFaEsxwp4AaABAg,zWg7U0OEAoE,0,Nice  Lecture    If  anyone  from  IIT  delhi  would  be  interested  in  teaching  data  structure  problems  on  hourly  basis  then  please  email  anshubansal2000
Ugy_rH5E3byQHLAQMSB4AaABAg,zWg7U0OEAoE,0,this  lecture  is  good          starts  really  from  basics        very  clear  too      
UgzaNyKinoH7vtZZWsF4AaABAg,zWg7U0OEAoE,0,brilliant  teaching      please  upload  more
UgxlzU5tr8x2P7X1w954AaABAg,zWg7U0OEAoE,0,this  is  sooooooooo  coool                
UgzTiUopZXXNElBbg1t4AaABAg,zWg7U0OEAoE,0,Great    Nothing  comparable  offered  on  iTunesU  
UgyuksFhYiBXgFUNjIp4AaABAg,zWg7U0OEAoE,0,That  was  a  wonderful  lecture    I  have  learned  a  lot  of  topics  from  it  thanks  Naveen  I  owe  you  
UgwlgAseFD9FimsV3UN4AaABAg,zWg7U0OEAoE,0,hey  derekBoswell          shouldn't  you  be  drinking  booze    watching  football    and  scratching  your  ass  all  day            isn't  this  material  a  bit  too  much  for  your  peanut  of  a  brain  you  were  born  with  to  handle          what  a  loser      LOL
UgyF716qQ9APCi63Xa54AaABAg,zWg7U0OEAoE,0,Dr    Garg  is  great  
Ugw3CVRlw0VFAQyaoVN4AaABAg,zWg7U0OEAoE,0,Dr    Garg  teaches  better  than  my  professor  in  my  data  structurs  subject    
UgxdTcFuVN1erakTczF4AaABAg,zWg7U0OEAoE,0,Good  lecture    keep  it  up  
UgxzKEi0a7y8wE-Z5kx4AaABAg,zWg7U0OEAoE,0,Though  I  have  not  taken  any  course  under  prof  naveen  but  he  is  definitely  one  of  the  best  I  have  met  in  my  acad  career  
Ugx2RiDPTYNwd4u3RZ14AaABAg,zWg7U0OEAoE,0,its  shit        seems  like  he  jerked  off  before  giving  the  lecture          come  on  man    bring  some  life  to  the  lecture
UgxWhjgHcn_-uMyXSeh4AaABAg,zWg7U0OEAoE,0,Amaizing  sir        it  is  really  very  nice    I  never  expect  to  learn  like  this  in  uptu    thank  u  very  very  much  sir      excellent  teaching      
Ugx9oFbDWWzzvssvD5F4AaABAg,zWg7U0OEAoE,5,I  do    I  love  all  the  music  on  the  IIT  videos    It  makes  me  want  to  march  and  twirl  a  baton  
UgzjfJ8ONT4K-Zo9CYR4AaABAg,zWg7U0OEAoE,1,great  vid    thanks  
UgwQPs-3qzGTzQ16K994AaABAg,zWg7U0OEAoE,0,nice  and  clear    many  many  thanks
UgwVbPLyOUeLze-OHMR4AaABAg,zWg7U0OEAoE,0,thanks  alot  IIT  
UgyCVG48wk9RH9DeE8Z4AaABAg,zWg7U0OEAoE,0,The  whole  pgm  would  be  very  useful  for  the  people  to  learn        Thanks  to  IIT's  
Ugwj_ILHTIobaLqq6rV4AaABAg,zWg7U0OEAoE,0,sumthing  dat  was  req  4  a  long  tym    thnx  a  million                    
UgyGmYEJBHcPLcH5IQh4AaABAg,zWg7U0OEAoE,0,superb  thx  to  iit  delhi
UgwcCmj9r2RAq4Chg-V4AaABAg,BRMS3T11Cdw,0,very  nice  playlist      Thanks  for  such  course  
UgwBMItFyxAB3crdZed4AaABAg,BRMS3T11Cdw,0,Thank  you  Dr    
UgyM2qxo2tJTaJ210-54AaABAg,BRMS3T11Cdw,1,Hello  madam    very  good  evening  I  just  want  to  ask  you  that  is  it  necessary  that  only  IT  person  can  do  this  course    
UgxsNXiQRd3_KsLgdPV4AaABAg,BRMS3T11Cdw,0,I  am  agricultural  engineering  in  machine  learning  need  of  corse  please  reply  mam
Ugxyg6P0ohA7sUMdyTN4AaABAg,BRMS3T11Cdw,1,i  am  from  the  mechanical  engineering  background  and  have  almost  no  idea  of  computer  programming    can  i  understand  machine  learning  through  this  course    anybody  please  reply
UgynJARwxVpywHiSMPh4AaABAg,BRMS3T11Cdw,0,What  are  the  prerequisite  for  this  course    I  did  my  bachelor  in  Electrical  Engineering  
UgxurtxhcNEWR_1sAW54AaABAg,BRMS3T11Cdw,1,there  are  many  videos    which  one  to  start  after  introduction  
Ugy9hN39JI5EjSPpx694AaABAg,BRMS3T11Cdw,0,www  mltut  com  For  machine  Learning  blogs
UgwKkM1Pa-QNxbTS-Kd4AaABAg,BRMS3T11Cdw,1,Mam  I  don't  know  python  language  Will  I  join  this  course  Please  tell  me  mam  
UgxOSXxX4C2P09JdrPV4AaABAg,BRMS3T11Cdw,1,very  nice    thank  you  mam  very  nicely  explained  
UgxRo_WvstVdHAuePnZ4AaABAg,BRMS3T11Cdw,10,Video  quality  should  have  been  improved    I  feel  sleepy      Literally  it  ruins  the  experience    All  the  NPTEL  videos  are  like  they  were  shot  during  MESOLITHIC  age      Meanwhile    NPTEL        Bhaiya  free  me  Machine  Learning  padh  rahe  ho  aur  upar  se  kanun  bhi  padhte  ho  
Ugxbx6xOmzcgTk_T9Sp4AaABAg,BRMS3T11Cdw,0,Aunty  best  padhati  hai        
Ugz0V7-n29lCUMSAkZd4AaABAg,BRMS3T11Cdw,0,https      youtu  be  ZrstVmVGdhI  If  you  need  more  help
UgwvVwJd4ztvwNz--yR4AaABAg,BRMS3T11Cdw,0,Thanks
Ugzx0X4PV_jvEG28Sjp4AaABAg,BRMS3T11Cdw,1,Wow  the  playlist  has  covered  a  vast  set  of  topics    I  m  hoping  to  develop  a  basic    understanding  in  all  of  it  
UgwVoZdyXjHY6xX4UuJ4AaABAg,BRMS3T11Cdw,0,Nice  Video    Thanks  for  sharing  valuable  information    it  s  really  helpful    Who  wants  to  learn  this  video  most  helpful    Keep  sharing  on  updated  video    Visit  a  Website  https      bit  ly  2RgWIHV  https      bit  ly  2ApSNmg  Read  my  Blog  https      bit  ly  2EL5Se7
Ugy4LuwKLYDUtiJCzpF4AaABAg,BRMS3T11Cdw,1,Hey  i  seen  2  videos  but  there  is  no  practical  implementation  like  solving  problem  using  programming          
UgzioCAlE83tKZzKSSl4AaABAg,BRMS3T11Cdw,3,Thank  you  Ma'am    have  been  a  subscriber  of  your  lectures  in  NPTEL    Would  be  really  great  if  the  videos  were  organised  into  playlists  and  a  learning  path  provided  for  self  learners    thanks  again  for  keeping  the  AI  research  in  India  alive  all  these  years  
UgytIH-qdIpoYuV1Dul4AaABAg,BRMS3T11Cdw,0,1    Introduction
Ugz7EYZSJSFgQ-x2_oR4AaABAg,BRMS3T11Cdw,1,How  should  I  enroll  for  certification  course  of  machine  learning  
UgioOoqEQe97_3gCoAEC,BRMS3T11Cdw,1,what  books  can  i  refer  for  machine  learning  mam  
UghGqBWphpSRLHgCoAEC,BRMS3T11Cdw,0,Thank  You  Professor
Ugg3Fdkyimi6j3gCoAEC,BRMS3T11Cdw,0,thank  you  prof
